"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Brazil","BRA",195150794,0.223555133709581,2,62,2,5,1,,1,1,0,1,1,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,3,,1,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,1,1,2,,,2,,,,,,2,2,3,3,2,2,,1,0,4,4,1,4,1,5,1,1,1,1
"Brazil","BRA",173853693,0.223555133709581,2,57,2,5,1,,1,1,0,2,2,1,1,1,2,2,1,1,1,1,2,,1,1,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,4,4,4,4,2,5,1,1,1,1
"Brazil","BRA",141079185,5.16856292754169,2,29,2,3,1,,1,1,0,2,2,2,,,2,2,1,1,1,2,2,,1,2,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,3,2,,0,1,4,4,4,4,4,1,1,2,1,1
"Brazil","BRA",148505703,1.12768082635474,1,37,2,2,2,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,3,3,1,,0,1,4,1,1,4,2,1,1,1,1,0
"Brazil","BRA",129350655,0.770433157451913,2,23,2,5,1,,1,1,0,1,2,2,,,1,1,1,1,1,2,1,1,1,1,2,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,2,1,,2,1,1,2,,,,1,1,,,1,1,2,1,,,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,1,1,1,1,3,1,,0,1,2,1,4,4,1,1,1,1,1,1
"Brazil","BRA",181657148,2.8175223897375,1,15,2,1,2,,1,1,0,1,1,1,1,1,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,1,1,,2,2,2,,,,1,2,,2,1,2,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,1,2,,,2,,,,,,2,3,1,3,3,1,,1,1,2,1,4,4,2,5,1,1,1,1
"Brazil","BRA",126594142,0.670430717894745,2,27,2,5,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,1,,2,1,,2,2,2,2,,4,1,1,2,,,,2,,,,1,1,1,1,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,1,1,2,3,3,1,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",209774737,1.56562411378911,1,18,2,3,1,,1,1,0,2,2,2,,,2,1,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,1,4,4,4,4,1,5,1,1,1,0
"Brazil","BRA",138496670,6.14776617701349,1,85,2,2,2,,1,1,0,1,1,1,2,,2,2,2,,,,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,2,2,0,0
"Brazil","BRA",188666511,0.81246388924357,2,55,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Brazil","BRA",207418848,0.566279143070373,1,38,2,1,2,,1,1,0,2,2,1,1,1,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,2,,2,2,1,1,2,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,0,4,4,4,4,4,5,1,1,1,1
"Brazil","BRA",154957897,0.759731855134933,2,70,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,7,,,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,1,4,4,4,4,3,5,1,2,0,0
"Brazil","BRA",210874392,0.80817981733713,2,34,2,2,1,,1,1,1,1,1,1,1,1,1,1,2,,,,1,2,1,2,2,,,,,,,,,,2,2,1,1,2,1,,1,1,1,1,1,,2,2,2,2,1,2,1,,2,2,1,1,2,2,1,2,,,,2,,,,,,2,,,,,,,1,2,1,1,,,2,,,,,,3,2,3,3,,2,,1,1,4,1,4,4,4,2,1,1,1,1
"Brazil","BRA",165181738,2.37539266951789,2,19,2,4,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,2,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,1,2,3,3,1,,1,1,3,4,4,4,4,5,1,1,1,1
"Brazil","BRA",139597234,0.682796168689166,2,28,2,2,1,,1,1,1,,,1,2,,1,2,2,,,,1,1,1,1,2,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,2,2,1,1,2,2,1,2,3,1,1,2,,,,1,2,1,1,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,1,1,4,4,4,1,2,1,1,1,1
"Brazil","BRA",160355391,0.636768573373838,2,45,2,2,1,,1,1,0,1,2,1,1,1,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,2,1,1,2,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",131072458,0.52146201273657,2,48,2,4,1,,1,1,0,1,2,1,1,1,2,1,1,1,1,1,2,,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,1,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",173831486,1.64376489842383,2,49,1,2,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,2,1,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",181351170,1.28210755501446,2,52,1,5,2,,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,,,,,,,,,,,,,,2,2,,2,2,1,2,1,,2,2,,2,2,1,1,,3,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,1,1,,,2,,,,,,2,2,2,2,1,2,,0,1,4,1,4,4,1,5,1,1,1,1
"Brazil","BRA",187631651,1.72043499541083,1,49,1,1,1,,1,1,0,2,1,1,2,,2,2,2,,,,1,1,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,1,2,2,2,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,1,1,,1,1,4,2,4,4,2,5,1,2,0,0
"Brazil","BRA",197152689,0.325089337878357,2,42,3,5,1,,1,1,0,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,1,2,,3,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,2,,0,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",122301161,4.13226849170707,1,62,2,4,2,,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,,,,,2,,,2,2,1,4,2,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,2,3,2,3,1,2,,0,0,4,4,1,4,2,5,2,2,1,0
"Brazil","BRA",158469560,3.7952252363901,1,23,1,1,2,,1,1,0,1,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,,2,2,1,2,1,,1,1,,2,2,2,1,,5,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,1,1,2,1,1
"Brazil","BRA",141757835,0.763883882108893,1,36,2,1,1,,1,1,0,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,,,,,,,,,,,,,,2,1,,2,2,1,1,2,,2,2,,2,1,2,1,,4,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,2,2,2,4,2,,0,1,4,1,4,4,4,1,1,1,1,1
"Brazil","BRA",174228397,2.20726489959283,2,28,2,5,1,,1,1,0,1,2,1,2,,2,1,1,2,,2,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,0,2,4,4,4,4,5,1,1,0,0
"Brazil","BRA",164797496,0.349202081541786,2,38,3,5,1,,1,1,0,2,2,1,4,,4,2,2,,,,1,4,4,,4,,,,,,,,,,,,,,2,,,1,1,2,,,,2,2,,2,4,2,2,,3,2,1,1,4,2,4,1,1,,,4,,,,,,1,2,1,2,,,4,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,1,4,4,4,5,1,1,1,1,0
"Brazil","BRA",140890530,0.223555133709581,1,73,2,4,2,,1,1,0,1,2,1,2,,2,2,1,2,,1,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,1,1,2,,,2,,,,,,1,1,1,3,1,2,,0,0,4,4,1,4,1,5,1,1,1,0
"Brazil","BRA",185531602,0.256223697863412,1,51,3,5,1,,1,1,1,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,1,1,1,1,,,2,,,,,,3,2,2,2,4,2,,0,0,4,1,1,4,1,5,1,1,1,0
"Brazil","BRA",119926877,0.383467946998268,2,42,3,5,1,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,,,,,2,2,,1,2,1,1,2,,1,2,,2,2,1,2,,3,2,2,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",151633989,0.223555133709581,1,61,3,5,2,,1,1,0,1,1,1,1,1,1,2,1,1,1,2,1,2,2,,2,,,,,,,,,,,,,,2,2,,1,2,2,,,,2,2,,2,2,1,2,,2,1,1,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,3,2,,0,1,4,4,4,4,1,4,1,2,1,1
"Brazil","BRA",162194804,0.321081542895568,1,28,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,1,1,1,1,2,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,3,3,3,,3,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",147571356,6.14776617701349,1,54,1,4,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,2,1,,1,1,4,4,4,4,1,3,2,1,1,0
"Brazil","BRA",115822487,1.76140169764207,2,54,5,3,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,1,,2,1,1,2,,4,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,2,3,1,1,,1,1,1,4,4,4,1,5,1,4,1,1
"Brazil","BRA",193832857,0.355264599811312,2,25,2,5,1,,1,1,1,1,1,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,2,1,,2,2,,2,1,1,1,,2,1,1,1,1,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,3,3,3,,3,,0,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",196619669,0.734804877374859,2,22,2,5,1,,1,1,0,2,2,1,2,,1,1,1,1,2,1,1,1,1,2,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,2,2,1,1,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",113018013,0.269035266789657,1,55,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,3,3,3,1,2,4,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Brazil","BRA",149062050,0.223555133709581,1,55,3,1,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,2,2,,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,1,1,1,,3,1,1,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",128476039,0.734804877374859,2,22,2,4,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,2,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,1,2,,,1,2,1,1,,,2,1,1,1,2,,,2,,,,,,1,1,2,1,3,1,,1,1,1,1,1,4,1,5,1,1,1,1
"Brazil","BRA",157000363,0.223555133709581,2,55,2,3,1,,1,1,1,1,1,1,1,1,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,1,2,,2,2,2,,,,2,2,,2,1,1,1,,3,1,1,2,,,,2,,,,1,1,2,2,,,1,2,1,2,,,2,1,2,1,1,,,2,,,,,,1,1,1,2,1,1,,0,1,1,1,4,4,1,5,1,1,1,1
"Brazil","BRA",197333518,0.580454755901994,2,66,1,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,1,4,2,5,1,2,1,0
"Brazil","BRA",191035864,0.734804877374859,2,21,2,4,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,2,,1,1,1,1,2,,2,2,2,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,1,1,4,4,4,4,5,1,1,1,1
"Brazil","BRA",145663689,0.322773828068145,2,31,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,1,2,2,,1,1,1,1,2,,2,1,2,2,2,1,1,,1,2,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,2,3,,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",115047300,0.374549244795965,1,40,3,3,1,,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,1,4,4,4,1,5,1,1,1,1
"Brazil","BRA",192590162,0.995199792287958,1,70,3,4,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,2,2,3,3,1,,0,0,3,4,4,4,1,5,2,1,1,0
"Brazil","BRA",142534514,0.262324852491721,2,54,3,5,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,2,2,1,2,,1,1,1,1,2,,2,1,2,2,2,2,2,,5,2,2,1,2,2,1,1,1,,,1,1,1,2,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,2,3,2,1,,1,1,4,1,4,4,1,1,1,1,1,1
"Brazil","BRA",166868519,0.332760220059523,1,58,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Brazil","BRA",143128282,1.29906603612506,2,33,1,2,1,,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,2,2,2,1,1,2,,1,1,1,1,1,,2,2,1,2,1,1,2,,4,2,2,1,1,,,2,,,,1,1,1,1,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,2,2,2,1,,1,1,4,1,4,4,1,1,1,1,1,1
"Brazil","BRA",128333296,0.682796168689166,2,33,2,4,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,2,,2,2,1,2,,4,3,2,2,,,,2,,,,1,1,1,2,,,1,2,1,2,,,2,1,2,2,2,2,2,2,,,,,,2,2,3,3,2,2,,0,1,1,3,4,4,1,5,1,1,1,1
"Brazil","BRA",185186818,0.730873834281272,2,36,2,4,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,1,,2,2,,2,2,2,2,,2,2,1,1,2,2,1,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,3,3,2,1,,0,1,1,4,4,4,4,2,1,1,1,1
"Brazil","BRA",130828435,0.468771749756061,2,36,2,3,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,1,2,,1,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,1,1,1,1,,,2,1,1,1,2,1,,1,1,1,4,4,1,1,5,1,1,1,1
"Brazil","BRA",165474758,0.432462845557324,2,20,2,3,1,,1,1,1,1,1,1,1,2,2,1,2,,,,1,2,1,1,1,,,,,,,,,,1,1,2,1,2,,,1,2,1,2,2,,1,1,1,2,2,2,1,,3,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,4,4,4,4,1,5,1,1,1,0
"Brazil","BRA",168226333,0.223555133709581,1,24,3,4,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,2,2,1,1,,,2,,,,1,1,1,2,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,1,1,3,2,2,2,,1,0,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",200118963,0.891523905788541,1,43,2,4,1,,1,1,0,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,2,1,1,1,,1,2,,2,2,2,2,,1,3,2,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Brazil","BRA",207099671,0.255703698157854,2,62,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,2,1,,2,2,1,2,,3,3,3,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,1,1,2,2,1,,3,3,3,3,,3,,1,1,1,4,4,2,4,1,1,1,1,1
"Brazil","BRA",170218624,0.682796168689166,2,29,2,1,1,,1,1,0,,,1,2,,2,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Brazil","BRA",194093019,0.422404619404972,1,19,2,4,1,,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,1,,1,1,1,1,2,,2,2,,2,2,2,2,,3,1,1,2,,,,1,2,2,1,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,0,1,4,4,4,4,2,1,1,1,1
"Brazil","BRA",139938547,0.223555133709581,2,77,2,4,2,,1,1,0,,,1,1,1,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,2,1,1
"Brazil","BRA",144204751,0.315266750426398,1,25,3,4,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,1,2,1,2,2,,1,1,1,1,2,,2,1,2,2,2,2,1,,2,2,1,2,,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",154908305,0.436733961626103,1,59,1,3,1,,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,2,2,2,2,2,,,,,,3,3,2,2,3,2,,0,0,4,3,3,4,4,5,1,2,0,0
"Brazil","BRA",211054348,0.603161882685602,2,65,1,3,1,,1,1,0,2,2,2,,,2,2,1,1,1,1,1,2,1,2,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,2,5,1,1,1,1
"Brazil","BRA",139364424,1.72043499541083,1,53,2,2,1,,1,1,0,,,1,1,2,2,2,1,1,2,2,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,4,5,1,2,1,0
"Brazil","BRA",192102322,0.544872675180243,2,45,2,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,3,1,1,1,3,2,,1,2,1,1,2,,1,1,2,2,2,3,2,,3,3,3,3,,,,2,,,,1,1,1,3,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,4,3,2,,1,1,4,4,4,4,1,6,1,1,1,1
"Brazil","BRA",143155495,0.6142866244111,2,59,2,3,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,2,2,,1,1,2,,,,2,2,,2,2,2,2,,3,1,1,1,1,,,2,,,,1,1,1,2,,,2,,,,,,,1,1,1,2,,,2,,,,,,1,1,1,1,1,1,,0,1,4,1,1,4,1,1,1,1,1,1
"Brazil","BRA",144003240,0.376523335637973,2,40,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,2,2,1,2,2,1,1,,3,3,2,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,3,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
"Brazil","BRA",209042129,0.353766283111542,2,24,3,4,1,,1,1,0,1,2,1,1,2,1,1,1,1,2,1,1,1,2,,2,,,,,,,,,,,,,,2,,,1,1,1,1,2,,2,2,,2,2,1,2,,1,1,1,1,1,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,1,4,4,4,4,4,1,1,1,1,1
"Brazil","BRA",128901569,0.589133536239535,1,57,2,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,1,5,1,2,1,0
"Brazil","BRA",200304281,4.20059617496405,2,49,1,2,1,,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,2,3,2,3,,0,0,4,4,4,2,2,5,1,1,0,0
